year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	3	4	Adrian	4	1927372	Andres, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927372	So	16	""	2	""	4	8	7	6	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	27	2040409	Wahoski, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040409	So	16	""	""	3	3	7	1	5	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	14	1927382	Miller, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927382	So	16	""	2	1	5	22	10	8	1	5	""	""	""	""	0	""	""	""	""	""	""	""	2	2	""	""
2019	14060	3	4	Adrian	11	1692519	Roller, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1692519	Sr	15	""	5	2	12	31	17	7	""	2	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	3	4	Adrian	15	2040391	Williams, Brady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040391	Fr	15	""	""	""	0	4	1	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	23	1821939	Squires, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821939	Jr	13	""	1	""	2	2	1	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	3	4	Adrian	22	2040401	Barragan, Edgar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040401	Jr	13	""	""	""	0	2	1	4	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	5	1927384	Mines, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927384	So	13	""	1	""	2	2	1	4	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	12	1692516	Katona, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1692516	Sr	11	""	2	1	5	19	8	10	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	8	1821941	Deese, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1821941	Jr	11	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	9	2040370	Hughes, Elliot	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040370	Fr	9	""	""	""	0	2	""	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	25	2040404	Cusumano, Francesco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040404	Jr	8	""	1	""	2	3	2	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	16	2040371	Lake, Nathien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040371	Fr	4	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	24	2040375	Fleming, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040375	Fr	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	1	1927378	Dalzachio, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1927378	So	3	""	""	""	0	""	""	""	""	""	""	2	""	53:12	3	5.075	2	0.400	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	17	2040427	Schlientz, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040427	So	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	4	Adrian	19	2040372	Adams, Macgregor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2040372	Fr	3	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	3	2075347	Yeboah, Emmanuel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075347	N/A	17	""	3	1	7	43	23	3	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	3	2798	Albertus Magnus	8	2075346	Rivera, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075346	N/A	17	""	2	1	5	9	6	6	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	6	1947604	Beaucejour, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947604	Fr	17	""	4	2	10	22	8	6	""	1	""	""	""	""	0	""	""	""	""	""	""	1	1	2	""	1
2019	14060	3	2798	Albertus Magnus	14	1947603	Afful, Albert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947603	Fr	17	""	""	1	1	6	3	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	23	1812308	Bartolini, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1812308	Sr	17	""	""	""	0	2	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	5	1717091	Cruz, Diogo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1717091	So	17	""	4	3	11	23	16	3	""	""	""	""	""	""	0	""	""	""	""	""	""	1	3	4	""	""
2019	14060	3	2798	Albertus Magnus	15	1717090	Djonne, Kaj	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1717090	Sr	17	""	1	""	2	9	4	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	1	1717088	Russo, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1717088	Sr	17	""	""	""	0	""	""	""	""	1	""	17	17	1630:16	41	2.263	135	0.767	2	6	6	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	21	1947605	Saad, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947605	Fr	16	""	1	2	4	5	3	6	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	2798	Albertus Magnus	17	1717089	Sandoval, Luis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1717089	Sr	16	""	""	""	0	4	4	1	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	7	1812310	Cotto, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1812310	Jr	16	""	3	1	7	21	10	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	2798	Albertus Magnus	11	2075345	Fernandez, Allan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075345	N/A	16	""	""	1	1	6	1	8	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	2798	Albertus Magnus	19	2076250	Aremu, Abdul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2076250	So	15	""	8	2	18	29	14	9	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	2798	Albertus Magnus	9	1949068	Nazari, Ruk	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1949068	Fr	15	""	""	""	0	2	1	5	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	10	1812307	Iannucci-Berger, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1812307	Jr	11	""	""	""	0	3	3	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	2	2075313	Anyafulu, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075313	N/A	9	""	""	""	0	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	4	2075315	Montiero, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075315	N/A	8	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	24	2075314	Malave, Gustavo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075314	N/A	8	""	""	""	0	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	1	0	0	""	""
2019	14060	3	2798	Albertus Magnus	12	2082259	Rowe, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2082259	N/A	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	31	2089968	Brunetti, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2089968	N/A	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	2798	Albertus Magnus	26	2089935	Mbaissouroum, Romuald	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2089935	N/A	1	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	8	2075041	Pedraza, Isaac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2075041	N/A	16	""	""	1	1	6	2	14	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	6	1684373	Coleman, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684373	Sr	16	""	""	1	1	1	""	16	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	7	2066151	Spratte, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2066151	So	16	""	5	4	14	23	10	10	""	4	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	15	Albion	16	2037147	Warras, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037147	Fr	16	""	4	""	8	14	8	12	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	2
2019	14060	3	15	Albion	22	1946652	Hurtado, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946652	Sr	16	""	3	2	8	22	12	8	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	21	1946651	Clapper, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946651	So	16	""	""	2	2	19	7	1	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	3	1946646	Daily, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946646	So	16	""	2	""	4	9	3	10	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	15	Albion	00	1946645	Loria, Maximilian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946645	So	16	""	""	""	0	""	""	""	""	1	""	16	15	1454:08	23	1.424	53	0.697	3	4	6	""	0	0	""	""
2019	14060	3	15	Albion	12	1684386	Vanfossen, Erik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684386	Sr	16	""	2	1	5	20	8	16	1	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	15	Albion	10	1684378	Bourlier, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684378	Sr	16	""	2	2	6	16	5	4	""	1	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	3	15	Albion	11	1684376	Johnson, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684376	Sr	16	""	""	""	0	12	7	8	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	13	1684375	Colborn, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684375	Sr	16	""	6	3	15	28	17	7	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	15	Albion	20	2037119	Jatta, Moses	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037119	Fr	15	""	1	2	4	9	4	3	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	9	1684374	Martinez, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1684374	Sr	14	""	""	1	1	13	6	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	19	2037120	Moeggenberg, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037120	Fr	13	""	""	""	0	4	3	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	14	1946647	Zaretti, Joel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946647	So	12	""	""	1	1	2	1	5	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	24	1950057	Brown, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1950057	So	12	""	""	""	0	4	2	3	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	2	1955568	Martin, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1955568	So	11	""	""	""	0	1	""	3	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	4	1946648	Akhimien, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1946648	So	8	""	""	1	1	3	1	1	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	33	2037115	Hjorth, Trae	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037115	Fr	7	""	1	""	2	1	1	5	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	17	2037121	Sosenko, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037121	Fr	7	""	""	""	0	3	""	2	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	15	2037117	Hoesli, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037117	Fr	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	1	1799052	Wallace, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1799052	Jr	3	""	""	""	0	""	""	""	""	""	""	3	""	97:12	1	0.926	2	0.667	""	1	""	""	0	0	""	""
2019	14060	3	15	Albion	32	2037123	Stuart, Reese	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037123	Fr	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	15	Albion	23	2037114	Foltz, Sebastian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2037114	Fr	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	4	1699899	Williams, Miles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1699899	Sr	17	""	1	""	2	5	4	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""
2019	14060	3	16	Albright	23	2048427	Hanratty, Billy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048427	Fr	17	""	7	1	15	30	16	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	16	Albright	3	1699902	Leckburg, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1699902	Sr	17	""	3	1	7	18	13	""	""	4	""	""	""	""	0	""	""	""	""	""	""	""	2	3	""	""
2019	14060	3	16	Albright	20	2048407	Jones, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048407	Fr	17	""	1	""	2	8	2	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	2	1914699	Hanratty, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914699	So	17	""	""	""	0	2	1	""	""	""	""	8	8	715:22	24	3.019	55	0.696	""	2	5	""	0	0	""	""
2019	14060	3	16	Albright	13	1699900	Parlato, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1699900	Sr	17	""	4	6	14	37	15	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	16	Albright	10	1804445	Adamo, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1804445	Jr	16	""	1	1	3	9	5	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
2019	14060	3	16	Albright	15	2048396	Baringanire, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048396	Fr	15	""	1	""	2	11	8	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	14	2048392	MacDonald, Alexander	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048392	Fr	15	""	1	1	3	10	5	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	27	2048432	DiSisto, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048432	Fr	13	""	""	""	0	2	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	16	2048400	DiGiacomo, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048400	Fr	13	""	""	""	0	8	4	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	5	1914729	Poley, Quinlan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914729	So	13	""	""	""	0	1	""	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	11	1804447	Morgan, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1804447	Jr	13	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	8	1914725	Lahey, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914725	So	12	""	""	""	0	3	1	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	19	1914731	Power, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914731	So	12	""	""	""	0	""	""	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	12	2048485	Morales, Yeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048485	Jr	12	""	""	""	0	4	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	21	2048476	Arauz, Yausa	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048476	Jr	11	""	""	""	0	1	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	18	1804452	Pierson, DJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1804452	Jr	11	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	17	2048404	Lama, Tshedup	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048404	Fr	10	""	""	""	0	1	1	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	0	1804442	Mullen, Billy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1804442	Jr	10	""	""	""	0	""	""	""	""	1	""	10	8	853:44	19	2.003	51	0.729	2	1	6	""	0	0	""	""
2019	14060	3	16	Albright	9	1914717	Britton, Wynton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914717	So	8	""	""	""	0	3	2	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	22	2048412	Stoner, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048412	Fr	8	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	7	1914722	Kelly, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914722	So	5	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	24	2048416	Garvey, Davon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048416	Fr	5	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	25	2048417	Garofalo, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048417	Fr	3	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	26	2048429	Carr, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048429	Fr	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	6	1914720	Gibson, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1914720	So	2	""	""	""	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	16	Albright	1	2048361	Cherisien, Joshua	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2048361	Fr	1	""	""	""	0	""	""	""	""	""	""	1	""	21:16	0	0.000	4	1.000	""	""	""	""	0	0	""	""
2019	14060	3	18	Alfred	7	2056768	Hinds, Raquan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056768	Jr	19	""	3	""	6	16	8	""	""	2	""	""	""	""	0	""	""	""	""	""	""	""	1	2	""	""
2019	14060	3	18	Alfred	4	2056743	Sanborn, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=2056743	Fr	19	""	""	""	0	6	3	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	3	18	Alfred	15	1947160	Gloskin, Zachary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14060&stats_player_seq=1947160	So	19	""	3	3	9	19	6	""	""	3	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	1
