year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2019	14060	1	229	Fla. Atlantic	-	TEAM	-	-	-	1	""	2	""	1	178	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	229	Fla. Atlantic	-	Totals	-	-	-	12	12	36	158	60	178	1	29	""	""	""	1398:55	41	2.638	81	0.664	2	""	""	""	0	1	66	2
2019	14060	1	229	Fla. Atlantic	-	Opponent Totals	-	-	-	41	38	120	234	119	128	1	18	""	""	""	1289:03	11	0.768	43	0.796	4	""	""	""	5	6	87	12
2019	14060	1	236	Fordham	-	TEAM	-	-	-	""	""	0	""	""	168	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	236	Fordham	-	Totals	-	-	-	22	21	65	200	87	209	""	26	""	""	""	1618:56	17	0.945	62	0.785	6	""	""	""	1	1	94	8
2019	14060	1	236	Fordham	-	Opponent Totals	-	-	-	17	13	47	210	79	224	1	33	""	""	""	1618:56	22	1.223	65	0.747	6	""	""	""	2	2	67	5
2019	14060	1	244	Furman	-	TEAM	-	-	-	1	""	2	""	1	293	""	""	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	244	Furman	-	Totals	-	-	-	37	32	106	307	142	293	2	35	""	""	""	2039:12	22	0.971	78	0.780	9	""	""	""	3	4	135	13
2019	14060	1	244	Furman	-	Opponent Totals	-	-	-	22	19	63	236	100	294	3	48	""	""	""	2039:12	37	1.633	105	0.739	6	""	""	""	5	5	111	7
2019	14060	1	253	Ga. Southern	-	TEAM	-	-	-	""	""	0	""	""	202	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	253	Ga. Southern	-	Totals	-	-	-	28	20	76	215	84	206	1	35	""	""	""	1590:00	27	1.528	60	0.690	4	""	""	""	2	3	88	5
2019	14060	1	253	Ga. Southern	-	Opponent Totals	-	-	-	27	25	79	206	87	177	1	22	""	""	""	1590:00	28	1.585	55	0.663	3	""	""	1	3	3	86	7
2019	14060	1	1092	Gardner-Webb	-	TEAM	-	-	-	""	""	0	""	""	214	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	1092	Gardner-Webb	-	Totals	-	-	-	19	12	50	155	54	214	1	44	""	""	""	1497:31	30	1.803	77	0.720	2	""	""	""	1	1	53	4
2019	14060	1	1092	Gardner-Webb	-	Opponent Totals	-	-	-	30	27	87	223	107	205	1	21	""	""	""	1497:31	19	1.142	35	0.648	8	""	""	""	1	2	91	11
2019	14060	1	248	George Mason	-	TEAM	-	-	-	""	""	0	""	""	190	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	248	George Mason	-	Totals	-	-	-	24	25	73	201	89	190	""	19	""	""	""	1573:06	26	1.488	65	0.714	7	""	""	""	1	1	74	9
2019	14060	1	248	George Mason	-	Opponent Totals	-	-	-	26	27	79	228	91	217	1	28	""	""	""	1573:06	24	1.373	65	0.730	6	""	""	""	3	3	76	8
2019	14060	1	249	George Washington	-	TEAM	-	-	-	""	""	0	""	""	101	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	249	George Washington	-	Totals	-	-	-	24	26	74	200	103	230	""	36	""	""	""	1600:28	25	1.406	81	0.764	5	""	""	""	1	1	66	4
2019	14060	1	249	George Washington	-	Opponent Totals	-	-	-	25	25	75	243	106	230	2	24	""	""	""	1600:28	24	1.350	79	0.767	6	""	""	""	2	2	103	9
2019	14060	1	251	Georgetown	-	TEAM	-	-	-	""	""	0	""	""	246	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	251	Georgetown	-	Totals	-	-	-	33	29	95	369	150	280	""	27	""	""	""	1986:33	15	0.680	77	0.837	10	""	""	""	4	4	120	13
2019	14060	1	251	Georgetown	-	Opponent Totals	-	-	-	15	14	44	230	92	269	3	34	""	""	""	1986:33	33	1.495	117	0.780	4	""	""	""	0	1	88	5
2019	14060	1	254	Georgia St.	-	TEAM	-	-	-	""	""	0	""	""	238	""	""	""	4	""	""	0	""	6	1.000	""	""	""	""	0	0	""	""
2019	14060	1	254	Georgia St.	-	Totals	-	-	-	30	22	82	252	114	238	""	30	""	""	""	1861:45	25	1.209	73	0.745	5	""	""	""	2	2	100	11
2019	14060	1	254	Georgia St.	-	Opponent Totals	-	-	-	25	20	70	258	98	225	2	25	""	""	""	1861:45	30	1.450	84	0.737	6	""	""	""	1	1	90	6
2019	14060	1	260	Gonzaga	-	TEAM	-	-	-	""	""	0	""	""	190	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	260	Gonzaga	-	Totals	-	-	-	12	8	32	177	72	204	2	26	""	""	""	1658:47	36	1.953	84	0.700	2	""	""	""	1	3	73	2
2019	14060	1	260	Gonzaga	-	Opponent Totals	-	-	-	36	33	105	266	120	227	1	27	""	""	""	1658:47	12	0.651	60	0.833	10	""	""	""	7	7	109	14
2019	14060	1	1104	Grand Canyon	-	TEAM	-	-	-	""	""	0	2	2	157	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	1	""	""
2019	14060	1	1104	Grand Canyon	-	Totals	-	-	-	20	20	60	236	96	284	2	34	""	""	""	1937:00	17	0.790	102	0.857	9	""	""	""	0	2	108	12
2019	14060	1	1104	Grand Canyon	-	Opponent Totals	-	-	-	17	17	51	257	119	304	3	37	""	""	""	1937:00	20	0.929	76	0.792	5	""	""	""	1	2	106	8
2019	14060	1	794	Green Bay	-	TEAM	-	-	-	2	""	4	""	2	168	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	794	Green Bay	-	Totals	-	-	-	20	10	50	156	74	168	1	26	""	""	""	1521:26	16	0.946	55	0.775	6	""	""	""	3	3	74	8
2019	14060	1	794	Green Bay	-	Opponent Totals	-	-	-	16	13	45	166	71	159	""	20	""	""	""	1521:26	20	1.183	54	0.730	3	""	""	""	0	0	79	6
2019	14060	1	272	Hartford	-	TEAM	-	-	-	""	""	0	""	""	184	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	272	Hartford	-	Totals	-	-	-	11	13	35	127	43	196	1	24	""	""	""	1561:30	29	1.671	62	0.681	1	""	""	""	0	0	75	1
2019	14060	1	272	Hartford	-	Opponent Totals	-	-	-	29	20	78	190	91	164	1	17	""	""	""	1561:30	11	0.634	32	0.744	7	""	""	""	4	4	70	10
2019	14060	1	275	Harvard	-	TEAM	-	-	-	""	""	0	""	""	190	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	275	Harvard	-	Totals	-	-	-	12	8	32	110	39	203	""	20	""	""	""	1475:08	34	2.074	87	0.719	1	""	""	""	1	1	55	3
2019	14060	1	275	Harvard	-	Opponent Totals	-	-	-	34	33	101	243	121	195	""	20	""	""	""	1475:08	12	0.732	27	0.692	8	""	""	""	3	3	100	13
2019	14060	1	19651	High Point	-	TEAM	-	-	-	""	""	0	""	""	213	1	2	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	19651	High Point	-	Totals	-	-	-	30	26	86	216	83	221	2	28	""	""	""	1717:56	19	0.995	57	0.750	7	""	""	""	5	5	89	13
2019	14060	1	19651	High Point	-	Opponent Totals	-	-	-	19	16	54	197	76	324	2	37	""	""	""	1717:56	30	1.572	53	0.639	2	""	""	""	2	3	85	3
2019	14060	1	283	Hofstra	-	TEAM	-	-	-	""	""	0	""	""	235	""	4	""	4	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	283	Hofstra	-	Totals	-	-	-	25	24	74	231	98	248	""	26	""	""	""	1983:16	21	0.953	77	0.786	11	""	""	1	1	1	106	10
2019	14060	1	283	Hofstra	-	Opponent Totals	-	-	-	21	16	58	253	98	256	1	32	""	""	""	1983:16	25	1.134	73	0.745	8	""	""	""	4	4	105	6
2019	14060	1	285	Holy Cross	-	TEAM	-	-	-	""	""	0	""	""	173	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	285	Holy Cross	-	Totals	-	-	-	18	14	50	187	81	189	4	34	""	""	""	1671:18	29	1.562	92	0.760	""	""	""	""	2	4	80	3
2019	14060	1	285	Holy Cross	-	Opponent Totals	-	-	-	29	25	83	270	121	199	1	31	""	""	""	1671:18	18	0.969	63	0.778	5	""	""	""	2	2	82	10
2019	14060	1	287	Houston Baptist	-	TEAM	-	-	-	""	""	0	""	""	199	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	0	0	""	""
2019	14060	1	287	Houston Baptist	-	Totals	-	-	-	24	22	70	200	84	199	""	27	""	""	""	1517:45	29	1.720	84	0.743	4	""	""	""	1	1	74	5
2019	14060	1	287	Houston Baptist	-	Opponent Totals	-	-	-	29	28	86	254	113	239	1	25	""	""	""	1517:45	24	1.423	60	0.714	4	""	""	""	2	3	117	8
2019	14060	1	290	Howard	-	TEAM	-	-	-	""	""	0	""	""	199	1	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	290	Howard	-	Totals	-	-	-	11	5	27	155	71	199	3	31	""	""	""	1426:38	26	1.640	79	0.752	2	""	""	""	1	2	67	2
2019	14060	1	290	Howard	-	Opponent Totals	-	-	-	26	21	73	201	105	185	""	24	""	""	""	1426:38	11	0.694	60	0.845	6	""	""	""	0	2	49	10
2019	14060	1	2699	IUPUI	-	TEAM	-	-	-	""	""	0	""	""	262	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	2699	IUPUI	-	Totals	-	-	-	17	14	48	152	61	262	1	28	""	""	""	1856:57	26	1.260	107	0.805	4	""	""	""	3	3	61	5
2019	14060	1	2699	IUPUI	-	Opponent Totals	-	-	-	26	29	81	355	133	218	""	17	""	""	""	1856:57	17	0.824	44	0.721	7	""	""	""	3	5	139	10
2019	14060	1	2743	Incarnate Word	-	TEAM	-	-	-	""	""	0	""	""	220	""	""	""	7	""	""	0	""	11	1.000	""	""	""	""	0	0	""	""
2019	14060	1	2743	Incarnate Word	-	Totals	-	-	-	13	10	36	168	75	231	5	44	""	""	""	1550:00	40	2.323	73	0.646	""	""	""	""	0	0	57	2
2019	14060	1	2743	Incarnate Word	-	Opponent Totals	-	-	-	40	37	117	257	113	152	""	19	""	""	""	1550:00	13	0.755	62	0.827	10	""	""	""	2	7	111	14
2019	14060	1	306	Indiana	-	TEAM	-	-	-	""	""	0	""	""	202	""	""	""	4	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	306	Indiana	-	Totals	-	-	-	47	59	153	361	145	209	""	14	""	""	""	2212:47	13	0.529	49	0.790	15	""	""	""	0	0	168	20
2019	14060	1	306	Indiana	-	Opponent Totals	-	-	-	13	13	39	171	62	277	""	27	""	""	""	2212:47	47	1.912	98	0.676	2	""	""	""	0	0	77	3
2019	14060	1	310	Iona	-	TEAM	-	-	-	""	""	0	""	""	287	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	310	Iona	-	Totals	-	-	-	32	28	92	248	127	287	2	34	""	""	""	1680:34	22	1.178	67	0.753	5	""	""	""	2	2	94	10
2019	14060	1	310	Iona	-	Opponent Totals	-	-	-	22	20	64	208	89	244	5	37	""	""	""	1680:34	32	1.714	95	0.748	1	""	""	""	2	3	78	6
2019	14060	1	316	Jacksonville	-	TEAM	-	-	-	""	""	0	""	""	147	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	316	Jacksonville	-	Totals	-	-	-	28	21	77	172	79	166	""	26	""	""	""	1662:10	51	2.761	102	0.667	1	""	""	1	0	0	73	5
2019	14060	1	316	Jacksonville	-	Opponent Totals	-	-	-	51	44	146	337	154	178	""	18	""	""	""	1662:10	28	1.516	51	0.646	4	""	""	""	3	5	109	13
2019	14060	1	317	James Madison	-	TEAM	-	-	-	1	""	2	""	1	343	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	1
2019	14060	1	317	James Madison	-	Totals	-	-	-	40	34	114	274	139	343	4	38	""	""	""	2162:24	13	0.541	56	0.812	13	""	""	""	2	4	127	15
2019	14060	1	317	James Madison	-	Opponent Totals	-	-	-	13	14	40	191	69	283	2	32	""	""	""	2162:24	40	1.665	99	0.712	4	""	""	""	1	2	115	5
2019	14060	1	334	Kentucky	-	TEAM	-	-	-	""	""	0	""	1	223	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	334	Kentucky	-	Totals	-	-	-	49	52	150	306	156	223	""	22	""	""	""	2019:16	11	0.490	57	0.838	14	""	""	""	3	4	99	19
2019	14060	1	334	Kentucky	-	Opponent Totals	-	-	-	11	10	32	188	68	209	3	40	""	""	""	2019:16	49	2.184	107	0.686	2	""	""	""	1	2	107	2
2019	14060	1	361	LIU Brooklyn	-	TEAM	-	-	-	""	""	0	""	""	200	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	361	LIU Brooklyn	-	Totals	-	-	-	34	41	109	241	111	204	3	25	""	""	""	1840:48	25	1.222	97	0.795	6	""	""	""	1	1	83	13
2019	14060	1	361	LIU Brooklyn	-	Opponent Totals	-	-	-	25	18	68	263	122	225	2	29	""	""	""	1840:48	34	1.662	77	0.694	3	""	""	""	1	3	77	6
2019	14060	1	340	La Salle	-	TEAM	-	-	-	""	""	0	""	""	210	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	340	La Salle	-	Totals	-	-	-	15	15	45	159	63	231	1	18	""	""	""	1595:41	32	1.805	75	0.701	""	""	""	""	2	3	83	3
2019	14060	1	340	La Salle	-	Opponent Totals	-	-	-	32	31	95	214	107	193	""	18	""	""	""	1595:41	15	0.846	48	0.762	8	""	""	""	3	3	78	11
2019	14060	1	342	Lafayette	-	TEAM	-	-	-	""	""	0	""	""	227	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	342	Lafayette	-	Totals	-	-	-	12	9	33	161	65	242	1	29	""	""	""	1620:00	18	1.000	59	0.766	5	""	""	""	2	2	83	5
2019	14060	1	342	Lafayette	-	Opponent Totals	-	-	-	18	13	49	175	77	181	""	20	""	""	""	1620:00	12	0.667	53	0.815	7	""	""	""	1	2	76	8
2019	14060	1	352	Lehigh	-	TEAM	-	-	-	""	""	0	""	""	195	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	352	Lehigh	-	Totals	-	-	-	20	19	59	233	100	224	2	26	""	""	""	1770:41	16	0.813	71	0.816	9	""	""	""	3	3	91	9
2019	14060	1	352	Lehigh	-	Opponent Totals	-	-	-	16	13	45	217	87	275	4	31	""	""	""	1770:41	20	1.017	80	0.800	5	""	""	""	2	2	87	8
2019	14060	1	355	Liberty	-	TEAM	-	-	-	""	""	0	""	""	159	""	1	""	3	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	355	Liberty	-	Totals	-	-	-	32	27	91	212	102	159	2	18	""	""	""	1390:21	26	1.683	52	0.667	3	""	""	""	3	3	79	7
2019	14060	1	355	Liberty	-	Opponent Totals	-	-	-	26	23	75	195	78	181	2	35	""	""	""	1390:21	32	2.071	70	0.686	3	""	""	""	1	1	51	7
2019	14060	1	28600	Lipscomb	-	TEAM	-	-	-	""	""	0	""	""	192	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	28600	Lipscomb	-	Totals	-	-	-	31	29	91	248	109	192	""	25	""	""	""	1988:59	31	1.403	92	0.748	4	""	""	""	2	2	112	10
2019	14060	1	28600	Lipscomb	-	Opponent Totals	-	-	-	31	24	86	246	123	189	2	32	""	""	""	1988:59	31	1.403	78	0.716	4	""	""	""	1	2	111	10
2019	14060	1	363	Longwood	-	TEAM	-	-	-	""	""	0	""	""	259	""	""	""	7	""	""	0	""	6	1.000	""	""	""	""	0	0	""	""
2019	14060	1	363	Longwood	-	Totals	-	-	-	25	17	67	226	89	259	2	32	""	""	""	1764:44	48	2.448	94	0.662	3	""	""	""	4	5	73	5
2019	14060	1	363	Longwood	-	Opponent Totals	-	-	-	48	35	131	316	142	232	3	22	""	""	""	1764:44	25	1.275	64	0.719	7	""	""	""	4	4	141	13
2019	14060	1	367	Louisville	-	TEAM	-	-	-	""	""	0	""	""	245	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	367	Louisville	-	Totals	-	-	-	27	23	77	201	86	245	2	48	""	""	""	1799:08	21	1.051	44	0.677	8	""	""	""	5	6	94	11
2019	14060	1	367	Louisville	-	Opponent Totals	-	-	-	21	19	61	160	65	267	""	34	""	""	""	1799:08	27	1.351	59	0.686	1	""	""	""	3	4	73	5
2019	14060	1	371	Loyola Chicago	-	TEAM	-	-	-	""	""	0	""	""	225	1	6	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	371	Loyola Chicago	-	Totals	-	-	-	17	14	48	172	74	225	3	33	""	""	""	1691:50	18	0.958	43	0.705	9	""	""	""	2	2	87	9
2019	14060	1	371	Loyola Chicago	-	Opponent Totals	-	-	-	18	12	48	163	61	279	3	34	""	""	""	1691:50	17	0.904	57	0.770	5	""	""	""	3	3	69	7
2019	14060	1	369	Loyola Maryland	-	TEAM	-	-	-	""	""	0	""	""	195	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	369	Loyola Maryland	-	Totals	-	-	-	32	32	96	235	117	195	1	29	""	""	""	1587:59	12	0.680	43	0.782	8	""	""	""	5	7	108	12
2019	14060	1	369	Loyola Maryland	-	Opponent Totals	-	-	-	12	11	35	145	55	231	""	34	""	""	""	1587:59	32	1.814	85	0.726	4	""	""	""	2	5	41	4
2019	14060	1	370	Loyola Marymount	-	TEAM	-	-	-	""	""	0	""	""	224	1	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	370	Loyola Marymount	-	Totals	-	-	-	22	23	67	195	90	245	4	44	""	""	""	1623:23	37	2.051	78	0.678	1	""	""	""	4	5	82	6
2019	14060	1	370	Loyola Marymount	-	Opponent Totals	-	-	-	37	39	113	223	115	210	3	25	""	""	""	1623:23	22	1.220	68	0.756	6	""	""	""	2	4	67	12
2019	14060	1	381	Manhattan	-	TEAM	-	-	-	1	""	2	""	1	255	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	381	Manhattan	-	Totals	-	-	-	25	21	71	280	108	255	2	25	""	""	""	1645:06	12	0.656	55	0.821	9	""	""	""	0	0	85	12
2019	14060	1	381	Manhattan	-	Opponent Totals	-	-	-	12	12	36	162	67	163	2	25	""	""	""	1645:06	25	1.368	83	0.769	3	""	""	""	1	1	62	6
2019	14060	1	386	Marist	-	TEAM	-	-	-	""	""	0	""	""	218	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	386	Marist	-	Totals	-	-	-	25	16	66	278	118	229	3	26	""	""	""	1730:43	20	1.040	65	0.765	6	""	""	""	1	4	107	8
2019	14060	1	386	Marist	-	Opponent Totals	-	-	-	20	17	57	186	85	224	""	28	""	""	""	1730:43	25	1.300	93	0.788	5	""	""	1	1	1	65	5
2019	14060	1	387	Marquette	-	TEAM	-	-	-	""	""	0	""	""	254	""	2	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
2019	14060	1	387	Marquette	-	Totals	-	-	-	26	22	74	213	85	260	3	34	""	""	""	1774:59	23	1.166	101	0.815	5	""	""	""	1	1	98	7
2019	14060	1	387	Marquette	-	Opponent Totals	-	-	-	23	23	69	272	124	232	1	23	""	""	""	1774:59	26	1.318	59	0.694	7	""	""	""	1	2	96	9
2019	14060	1	388	Marshall	-	TEAM	-	-	-	""	""	0	""	""	243	""	1	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	388	Marshall	-	Totals	-	-	-	32	28	92	254	91	243	3	45	""	""	""	1913:22	28	1.317	81	0.743	4	""	""	""	0	0	96	8
2019	14060	1	388	Marshall	-	Opponent Totals	-	-	-	28	27	83	271	109	234	4	30	""	""	""	1913:22	32	1.505	59	0.648	4	""	""	""	0	2	90	9
2019	14060	1	392	Maryland	-	TEAM	-	-	-	""	""	0	""	""	248	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	392	Maryland	-	Totals	-	-	-	30	31	91	293	131	258	1	25	""	""	""	2194:55	16	0.656	82	0.837	13	""	""	""	1	2	110	13
2019	14060	1	392	Maryland	-	Opponent Totals	-	-	-	16	10	42	237	98	282	1	37	""	""	""	2194:55	30	1.230	101	0.771	6	""	""	""	0	0	116	6
2019	14060	1	400	Massachusetts	-	TEAM	-	-	-	""	""	0	""	""	230	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	400	Massachusetts	-	Totals	-	-	-	26	30	82	230	92	244	1	16	""	""	""	1725:31	22	1.147	58	0.725	5	""	""	""	3	4	95	7
2019	14060	1	400	Massachusetts	-	Opponent Totals	-	-	-	22	18	62	214	80	251	1	24	""	""	""	1725:31	26	1.356	66	0.717	5	""	""	""	3	4	101	8
2019	14060	1	404	Memphis	-	TEAM	-	-	-	""	""	0	""	""	219	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	404	Memphis	-	Totals	-	-	-	22	18	62	250	96	219	""	32	""	""	""	1803:17	23	1.148	83	0.783	6	""	""	""	2	2	95	8
2019	14060	1	404	Memphis	-	Opponent Totals	-	-	-	23	22	68	268	106	234	""	26	""	""	""	1803:17	22	1.098	74	0.771	5	""	""	""	0	1	85	7
2019	14060	1	406	Mercer	-	TEAM	-	-	-	""	""	0	""	""	185	""	3	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	406	Mercer	-	Totals	-	-	-	40	42	122	296	127	185	1	16	""	""	""	1672:25	20	1.076	70	0.778	4	""	""	""	4	4	112	12
2019	14060	1	406	Mercer	-	Opponent Totals	-	-	-	20	15	55	228	90	246	1	31	""	""	""	1672:25	40	2.153	87	0.685	2	""	""	""	2	2	116	4
2019	14060	1	418	Michigan	-	TEAM	-	-	-	2	""	4	""	2	244	""	""	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	418	Michigan	-	Totals	-	-	-	36	36	108	273	114	257	1	27	""	""	""	1995:28	18	0.812	48	0.727	8	""	""	""	3	3	149	12
2019	14060	1	418	Michigan	-	Opponent Totals	-	-	-	18	20	56	164	66	304	2	35	""	""	""	1995:28	36	1.624	78	0.684	4	""	""	""	1	1	86	5
2019	14060	1	416	Michigan St.	-	TEAM	-	-	-	""	""	0	""	""	243	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	416	Michigan St.	-	Totals	-	-	-	36	45	117	281	124	243	1	22	""	""	""	2174:38	22	0.910	83	0.790	9	""	""	""	2	3	160	14
2019	14060	1	416	Michigan St.	-	Opponent Totals	-	-	-	22	23	67	238	105	320	3	40	""	""	""	2174:38	36	1.490	88	0.710	5	""	""	""	0	1	107	5
2019	14060	1	797	Milwaukee	-	TEAM	-	-	-	""	""	0	""	""	229	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	0	0	""	""
2019	14060	1	797	Milwaukee	-	Totals	-	-	-	24	24	72	233	97	244	1	24	""	""	""	1785:35	22	1.109	74	0.771	5	""	""	""	1	2	96	9
2019	14060	1	797	Milwaukee	-	Opponent Totals	-	-	-	22	24	68	228	96	276	3	30	""	""	""	1785:35	24	1.210	73	0.753	5	""	""	""	1	1	91	7
2019	14060	1	669	Missouri St.	-	TEAM	-	-	-	1	""	2	""	1	152	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	1
2019	14060	1	669	Missouri St.	-	Totals	-	-	-	26	22	74	216	94	163	""	23	""	""	""	1664:28	13	0.703	51	0.797	7	""	""	""	3	4	91	9
2019	14060	1	669	Missouri St.	-	Opponent Totals	-	-	-	13	9	35	150	64	184	""	19	""	""	""	1664:28	26	1.406	68	0.723	4	""	""	""	2	4	55	2
2019	14060	1	439	Monmouth	-	TEAM	-	-	-	""	""	0	""	""	222	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	439	Monmouth	-	Totals	-	-	-	10	9	29	130	47	236	2	33	""	""	""	1579:04	36	2.052	89	0.712	2	""	""	""	2	2	60	2
2019	14060	1	439	Monmouth	-	Opponent Totals	-	-	-	36	34	106	278	125	225	2	16	""	""	""	1579:04	10	0.570	37	0.787	9	""	""	""	4	6	127	14
2019	14060	1	450	Mount St. Mary's	-	TEAM	-	-	-	1	""	2	""	1	214	""	1	""	""	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	450	Mount St. Mary's	-	Totals	-	-	-	13	9	35	129	45	229	1	24	""	""	""	1534:13	28	1.643	83	0.748	2	""	""	""	2	2	51	2
2019	14060	1	450	Mount St. Mary's	-	Opponent Totals	-	-	-	28	23	79	271	111	223	2	22	""	""	""	1534:13	13	0.763	32	0.711	5	""	""	""	3	3	96	10
2019	14060	1	490	NC State	-	TEAM	-	-	-	""	""	0	""	""	229	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	0	0	""	""
2019	14060	1	490	NC State	-	Totals	-	-	-	25	26	76	186	87	229	""	31	""	""	""	1872:44	24	1.153	61	0.718	7	""	""	""	1	2	87	10
2019	14060	1	490	NC State	-	Opponent Totals	-	-	-	24	25	73	206	85	294	1	40	""	""	""	1872:44	25	1.201	62	0.713	7	""	""	""	0	0	83	7
2019	14060	1	471	NJIT	-	TEAM	-	-	-	""	""	0	""	""	176	""	2	""	3	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	471	NJIT	-	Totals	-	-	-	20	17	57	174	76	199	1	36	""	""	""	1544:33	29	1.690	65	0.691	4	""	""	1	3	5	60	6
2019	14060	1	471	NJIT	-	Opponent Totals	-	-	-	29	20	78	225	94	170	1	27	""	""	""	1544:33	20	1.165	56	0.737	3	""	""	2	1	2	83	11
2019	14060	1	726	Navy	-	TEAM	-	-	-	""	""	0	""	""	141	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	0	0	""	""
2019	14060	1	726	Navy	-	Totals	-	-	-	20	12	52	203	66	154	""	12	""	""	""	1557:22	27	1.560	53	0.662	3	""	""	""	2	2	73	5
2019	14060	1	726	Navy	-	Opponent Totals	-	-	-	27	24	78	226	80	193	""	18	""	""	""	1557:22	20	1.156	46	0.697	6	""	""	""	0	0	105	11
2019	14060	1	469	New Hampshire	-	TEAM	-	-	-	1	""	2	""	1	222	""	1	""	1	""	""	0	""	""	""	""	""	""	""	0	0	""	""
2019	14060	1	469	New Hampshire	-	Totals	-	-	-	25	27	77	249	109	222	""	23	""	""	""	1673:14	10	0.538	31	0.756	10	""	""	""	1	2	97	12
2019	14060	1	469	New Hampshire	-	Opponent Totals	-	-	-	10	11	31	124	41	228	2	27	""	""	""	1673:14	25	1.345	84	0.771	4	""	""	""	0	0	50	4
2019	14060	1	473	New Mexico	-	TEAM	-	-	-	""	""	0	""	""	149	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	0	0	""	""
