year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2018	12621	1	14927	Belmont	-	Totals	-	-	-	16	9	41	165	70	197	""	28	""	""	""	1507:47	22	1.313	69	0.758	4	""	""	""	1	96	1	""
2018	12621	1	14927	Belmont	-	Opponent Totals	-	-	-	22	28	72	210	91	214	2	23	""	""	""	1507:47	16	0.955	54	0.771	8	""	""	""	1	81	2	""
2018	12621	1	62	Binghamton	-	TEAM	-	-	-	""	""	0	""	""	200	""	""	""	4	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	62	Binghamton	-	Totals	-	-	-	24	16	64	206	102	207	""	22	""	""	""	1704:17	27	1.426	90	0.769	3	""	""	""	""	68	1	""
2018	12621	1	62	Binghamton	-	Opponent Totals	-	-	-	27	21	75	274	116	200	""	20	""	""	""	1704:17	24	1.267	78	0.765	6	""	""	""	1	103	1	""
2018	12621	1	67	Boston College	-	TEAM	-	-	-	""	""	0	""	""	245	""	""	""	3	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	67	Boston College	-	Totals	-	-	-	22	31	75	224	80	245	2	32	""	""	""	1594:10	30	1.694	60	0.667	3	""	""	""	2	72	2	""
2018	12621	1	67	Boston College	-	Opponent Totals	-	-	-	30	27	87	226	90	211	""	21	""	""	""	1594:10	22	1.242	58	0.725	8	""	""	""	2	90	2	""
2018	12621	1	68	Boston U.	-	TEAM	-	-	-	""	""	0	""	""	279	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	68	Boston U.	-	Totals	-	-	-	18	17	53	209	81	293	1	36	""	""	""	1790:00	24	1.207	55	0.696	8	""	""	""	3	72	3	""
2018	12621	1	68	Boston U.	-	Opponent Totals	-	-	-	24	20	68	185	79	195	""	22	""	""	""	1790:00	18	0.905	63	0.778	8	""	""	""	1	70	2	""
2018	12621	1	71	Bowling Green	-	TEAM	-	-	-	""	""	0	""	""	185	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	71	Bowling Green	-	Totals	-	-	-	20	27	67	188	84	198	2	22	""	""	""	1561:31	18	1.037	66	0.786	7	""	""	""	""	71	1	""
2018	12621	1	71	Bowling Green	-	Opponent Totals	-	-	-	18	17	53	202	84	194	3	16	""	""	""	1561:31	20	1.153	64	0.762	5	""	""	""	2	74	2	""
2018	12621	1	72	Bradley	-	TEAM	-	-	-	""	""	0	""	""	189	""	""	""	5	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	1	72	Bradley	-	Totals	-	-	-	29	34	92	243	105	214	1	21	""	""	""	1986:33	18	0.815	107	0.856	10	""	""	""	""	91	""	""
2018	12621	1	72	Bradley	-	Opponent Totals	-	-	-	18	18	54	307	125	230	1	19	""	""	""	1986:33	29	1.314	76	0.724	4	""	""	""	2	123	2	""
2018	12621	1	80	Brown	-	TEAM	-	-	-	""	""	0	""	""	202	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	80	Brown	-	Totals	-	-	-	15	17	47	195	76	202	1	16	""	""	""	1621:46	14	0.777	55	0.797	6	""	""	""	""	94	""	""
2018	12621	1	80	Brown	-	Opponent Totals	-	-	-	14	9	37	236	69	224	""	19	""	""	""	1621:46	15	0.832	61	0.803	7	""	""	""	2	93	2	""
2018	12621	1	81	Bryant	-	TEAM	-	-	-	""	""	0	""	""	223	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	81	Bryant	-	Totals	-	-	-	5	1	11	145	56	223	""	23	""	""	""	1445:38	18	1.121	71	0.798	3	""	""	""	""	51	""	""
2018	12621	1	81	Bryant	-	Opponent Totals	-	-	-	18	20	56	200	89	189	1	11	""	""	""	1445:38	5	0.311	51	0.911	12	""	""	""	3	86	4	""
2018	12621	1	83	Bucknell	-	TEAM	-	-	-	""	""	0	""	""	86	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	83	Bucknell	-	Totals	-	-	-	17	17	51	213	90	191	""	24	""	""	""	1795:22	19	0.952	81	0.810	7	""	""	""	1	101	1	""
2018	12621	1	83	Bucknell	-	Opponent Totals	-	-	-	19	16	54	247	100	246	""	31	""	""	""	1795:22	17	0.852	73	0.811	6	""	""	""	3	97	4	""
2018	12621	1	87	Butler	-	TEAM	-	-	-	""	""	0	""	""	204	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	87	Butler	-	Totals	-	-	-	31	33	95	227	98	215	""	25	""	""	""	1954:31	23	1.059	99	0.811	9	""	""	""	3	105	3	""
2018	12621	1	87	Butler	-	Opponent Totals	-	-	-	23	22	68	288	122	269	""	26	""	""	""	1954:31	31	1.427	67	0.684	5	""	""	""	""	123	1	""
2018	12621	1	94	CSU Bakersfield	-	TEAM	-	-	-	""	""	0	""	""	202	""	""	""	3	""	""	0	""	3	1.000	""	""	""	1	""	""	""	""
2018	12621	1	94	CSU Bakersfield	-	Totals	-	-	-	17	11	45	152	60	202	2	22	""	""	""	1672:00	30	1.615	85	0.739	5	""	""	1	2	58	2	""
2018	12621	1	94	CSU Bakersfield	-	Opponent Totals	-	-	-	30	31	91	253	115	167	1	18	""	""	""	1672:00	17	0.915	43	0.717	6	""	""	""	""	93	1	""
2018	12621	1	101	CSUN	-	TEAM	-	-	-	""	""	0	""	""	287	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	101	CSUN	-	Totals	-	-	-	31	25	87	211	106	309	2	42	""	""	""	1958:54	28	1.286	79	0.738	4	""	""	""	2	93	2	""
2018	12621	1	101	CSUN	-	Opponent Totals	-	-	-	28	27	83	248	107	270	4	37	""	""	""	1958:54	31	1.424	75	0.708	5	""	""	""	2	111	2	""
2018	12621	1	90	Cal Poly	-	TEAM	-	-	-	""	""	0	""	""	187	""	1	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	90	Cal Poly	-	Totals	-	-	-	23	21	67	171	69	187	3	22	""	""	""	1666:41	28	1.512	78	0.736	4	""	""	""	3	85	3	""
2018	12621	1	90	Cal Poly	-	Opponent Totals	-	-	-	28	28	84	245	106	194	1	23	""	""	""	1666:41	23	1.242	46	0.667	5	""	""	""	2	123	2	""
2018	12621	1	97	Cal St. Fullerton	-	TEAM	-	-	-	1	""	2	""	1	265	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	1
2018	12621	1	97	Cal St. Fullerton	-	Totals	-	-	-	27	19	73	264	103	265	3	40	""	""	""	2076:50	28	1.213	73	0.723	8	""	""	""	1	112	1	""
2018	12621	1	97	Cal St. Fullerton	-	Opponent Totals	-	-	-	28	21	77	213	101	297	2	42	""	""	""	2076:50	27	1.170	76	0.738	5	""	""	""	4	95	4	""
2018	12621	1	107	California	-	TEAM	-	-	-	""	""	0	""	""	172	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	107	California	-	Totals	-	-	-	23	23	69	229	82	172	1	35	""	""	""	1639:04	23	1.263	85	0.787	6	""	""	1	2	84	2	""
2018	12621	1	107	California	-	Opponent Totals	-	-	-	23	26	72	219	109	190	1	36	""	""	""	1639:04	23	1.263	59	0.720	5	""	""	""	""	109	1	""
2018	12621	1	115	Campbell	-	TEAM	-	-	-	""	""	0	""	""	234	1	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	115	Campbell	-	Totals	-	-	-	23	28	74	250	99	234	2	38	""	""	""	1816:19	28	1.387	79	0.738	4	""	""	""	1	93	2	""
2018	12621	1	115	Campbell	-	Opponent Totals	-	-	-	28	25	81	264	107	246	1	32	""	""	""	1816:19	23	1.140	76	0.768	5	""	""	1	2	109	2	""
2018	12621	1	116	Canisius	-	TEAM	-	-	-	1	""	2	""	1	215	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	116	Canisius	-	Totals	-	-	-	45	48	138	307	148	230	2	30	""	""	""	1901:25	29	1.373	84	0.743	7	""	""	""	4	91	6	""
2018	12621	1	116	Canisius	-	Opponent Totals	-	-	-	29	26	84	258	113	250	1	35	""	""	""	1901:25	45	2.130	103	0.696	3	""	""	""	2	74	3	""
2018	12621	1	1004	Central Ark.	-	TEAM	-	-	-	""	""	0	""	""	227	""	1	""	3	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	1	1004	Central Ark.	-	Totals	-	-	-	34	32	100	286	120	227	""	27	""	""	""	1967:30	31	1.418	82	0.726	4	""	""	""	3	103	3	""
2018	12621	1	1004	Central Ark.	-	Opponent Totals	-	-	-	31	29	91	280	113	214	1	26	""	""	""	1967:30	34	1.555	86	0.717	5	""	""	""	""	114	1	""
2018	12621	1	127	Central Conn. St.	-	TEAM	-	-	-	""	""	0	""	""	186	""	1	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	127	Central Conn. St.	-	Totals	-	-	-	23	19	65	223	101	186	""	19	""	""	""	1648:45	26	1.419	74	0.740	3	""	""	""	""	88	""	""
2018	12621	1	127	Central Conn. St.	-	Opponent Totals	-	-	-	26	22	74	227	100	234	""	21	""	""	""	1648:45	23	1.255	78	0.772	5	""	""	""	2	82	3	""
2018	12621	1	458	Charlotte	-	TEAM	-	-	-	""	""	0	""	""	260	""	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	458	Charlotte	-	Totals	-	-	-	25	21	71	303	130	260	1	34	""	""	""	1855:25	22	1.067	54	0.711	6	""	""	""	1	101	2	""
2018	12621	1	458	Charlotte	-	Opponent Totals	-	-	-	22	18	62	161	76	257	1	40	""	""	""	1855:25	25	1.213	105	0.808	3	""	""	""	2	84	3	""
2018	12621	1	140	Cincinnati	-	TEAM	-	-	-	1	""	2	""	1	259	""	""	""	3	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	1	140	Cincinnati	-	Totals	-	-	-	25	16	66	168	70	259	2	30	""	""	""	1553:39	27	1.564	80	0.748	3	""	""	""	3	58	3	""
2018	12621	1	140	Cincinnati	-	Opponent Totals	-	-	-	27	20	74	243	107	243	3	28	""	""	""	1553:39	25	1.448	45	0.643	4	""	""	""	4	83	7	""
2018	12621	1	147	Clemson	-	TEAM	-	-	-	1	""	2	""	1	263	""	1	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	147	Clemson	-	Totals	-	-	-	41	43	125	305	127	275	2	32	""	""	""	1752:15	21	1.079	52	0.712	6	""	""	1	4	144	4	""
2018	12621	1	147	Clemson	-	Opponent Totals	-	-	-	21	18	60	172	73	315	4	52	""	""	""	1752:15	41	2.106	86	0.677	1	""	""	1	1	61	1	""
2018	12621	1	148	Cleveland St.	-	TEAM	-	-	-	1	""	2	""	1	232	1	""	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	1
2018	12621	1	148	Cleveland St.	-	Totals	-	-	-	24	22	70	208	94	232	3	32	""	""	""	1769:16	26	1.323	77	0.748	3	""	""	""	1	75	1	""
2018	12621	1	148	Cleveland St.	-	Opponent Totals	-	-	-	26	21	73	258	103	248	3	31	""	""	""	1769:16	24	1.221	70	0.745	6	""	""	""	5	123	6	""
2018	12621	1	149	Coastal Caro.	-	TEAM	-	-	-	2	""	4	""	2	281	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	149	Coastal Caro.	-	Totals	-	-	-	38	26	102	302	128	281	2	39	""	""	""	2005:29	25	1.122	88	0.779	7	""	""	""	3	136	4	""
2018	12621	1	149	Coastal Caro.	-	Opponent Totals	-	-	-	25	16	66	217	113	221	1	24	""	""	""	2005:29	38	1.705	90	0.703	3	""	""	""	5	77	5	""
2018	12621	1	1014	Col. of Charleston	-	TEAM	-	-	-	""	""	0	""	""	248	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	1014	Col. of Charleston	-	Totals	-	-	-	20	19	59	209	82	248	1	25	""	""	""	1725:54	18	0.939	56	0.757	6	""	""	""	3	83	3	""
2018	12621	1	1014	Col. of Charleston	-	Opponent Totals	-	-	-	18	14	50	173	74	209	""	26	""	""	""	1725:54	20	1.043	62	0.756	5	""	""	""	1	65	2	""
2018	12621	1	153	Colgate	-	TEAM	-	-	-	""	""	0	""	""	229	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	153	Colgate	-	Totals	-	-	-	38	32	108	297	122	238	""	23	""	""	""	2194:34	36	1.476	96	0.727	8	""	""	""	3	117	3	""
2018	12621	1	153	Colgate	-	Opponent Totals	-	-	-	36	35	107	284	132	274	1	37	""	""	""	2194:34	38	1.558	84	0.689	5	""	""	""	1	109	3	""
2018	12621	1	158	Columbia	-	TEAM	-	-	-	""	""	0	""	""	173	1	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	158	Columbia	-	Totals	-	-	-	31	32	94	273	110	173	1	10	""	""	""	1692:45	8	0.425	45	0.849	11	""	""	""	1	109	1	""
2018	12621	1	158	Columbia	-	Opponent Totals	-	-	-	8	7	23	138	53	193	""	19	""	""	""	1692:45	31	1.648	79	0.718	3	""	""	1	1	62	1	""
2018	12621	1	167	Cornell	-	TEAM	-	-	-	2	""	4	""	2	257	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	167	Cornell	-	Totals	-	-	-	22	18	62	200	73	257	""	26	""	""	""	1603:08	25	1.404	58	0.699	3	""	""	""	""	83	""	""
2018	12621	1	167	Cornell	-	Opponent Totals	-	-	-	25	22	72	202	83	191	2	17	""	""	""	1603:08	22	1.235	51	0.699	4	""	""	""	1	87	1	""
2018	12621	1	169	Creighton	-	TEAM	-	-	-	""	""	0	""	""	185	""	1	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	169	Creighton	-	Totals	-	-	-	32	32	96	284	115	202	1	28	""	""	""	1658:13	25	1.357	63	0.716	7	""	""	""	2	124	2	""
2018	12621	1	169	Creighton	-	Opponent Totals	-	-	-	25	27	77	195	88	183	3	34	""	""	""	1658:13	32	1.737	83	0.722	4	""	""	""	3	72	3	""
2018	12621	1	172	Dartmouth	-	TEAM	-	-	-	1	""	2	""	1	174	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	172	Dartmouth	-	Totals	-	-	-	31	29	91	200	90	174	""	20	""	""	""	1549:13	12	0.697	33	0.733	10	""	""	""	1	92	1	""
2018	12621	1	172	Dartmouth	-	Opponent Totals	-	-	-	12	11	35	138	45	149	1	23	""	""	""	1594:13	31	1.750	59	0.656	3	""	""	""	1	64	3	""
2018	12621	1	173	Davidson	-	TEAM	-	-	-	""	""	0	""	""	148	""	""	""	5	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	1	173	Davidson	-	Totals	-	-	-	24	20	68	191	86	148	3	11	""	""	""	1580:15	23	1.310	64	0.736	5	""	""	""	2	102	2	""
2018	12621	1	173	Davidson	-	Opponent Totals	-	-	-	23	14	60	197	87	156	""	20	""	""	""	1580:15	24	1.367	62	0.721	2	""	""	""	2	86	2	""
2018	12621	1	175	Dayton	-	TEAM	-	-	-	""	""	0	""	""	199	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	175	Dayton	-	Totals	-	-	-	39	32	110	307	131	199	2	27	""	""	""	1752:55	25	1.284	59	0.702	3	""	""	""	4	92	4	""
2018	12621	1	175	Dayton	-	Opponent Totals	-	-	-	25	23	73	215	84	210	1	28	""	""	""	1752:55	39	2.002	92	0.702	6	""	""	1	3	114	3	""
2018	12621	1	176	DePaul	-	TEAM	-	-	-	""	""	0	""	""	125	""	1	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	176	DePaul	-	Totals	-	-	-	20	17	57	246	109	272	2	43	""	""	""	1680:40	28	1.499	76	0.731	2	""	""	""	2	85	2	""
2018	12621	1	176	DePaul	-	Opponent Totals	-	-	-	28	25	81	230	104	206	2	29	""	""	""	1680:40	20	1.071	89	0.817	7	""	""	""	3	130	3	""
2018	12621	1	180	Delaware	-	TEAM	-	-	-	""	""	0	""	""	157	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	180	Delaware	-	Totals	-	-	-	17	9	43	164	62	176	""	24	""	""	""	1545:48	17	0.990	65	0.793	5	""	""	""	4	60	4	""
2018	12621	1	180	Delaware	-	Opponent Totals	-	-	-	17	11	45	188	82	185	1	13	""	""	""	1545:48	17	0.990	45	0.726	4	""	""	""	5	84	5	""
2018	12621	1	183	Denver	-	TEAM	-	-	-	""	""	0	""	""	101	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	183	Denver	-	Totals	-	-	-	25	24	74	219	98	215	1	23	""	""	""	1772:33	14	0.711	40	0.741	8	""	""	""	3	86	3	""
2018	12621	1	183	Denver	-	Opponent Totals	-	-	-	14	10	38	162	54	244	4	30	""	""	""	1772:33	25	1.269	73	0.745	5	""	""	""	2	78	2	""
2018	12621	1	184	Detroit Mercy	-	TEAM	-	-	-	""	""	0	""	""	286	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	184	Detroit Mercy	-	Totals	-	-	-	27	22	76	244	93	314	2	38	""	""	""	1802:38	30	1.498	68	0.694	4	""	""	""	5	108	6	""
2018	12621	1	184	Detroit Mercy	-	Opponent Totals	-	-	-	30	28	88	234	98	263	2	47	""	""	""	1802:38	27	1.348	66	0.710	4	""	""	1	""	93	""	""
2018	12621	1	189	Drake	-	TEAM	-	-	-	""	""	0	""	""	186	""	""	""	5	""	""	0	""	6	1.000	""	""	""	""	""	""	""	""
2018	12621	1	189	Drake	-	Totals	-	-	-	19	14	52	190	89	208	1	20	""	""	""	1765:58	34	1.733	88	0.721	4	""	""	""	3	76	3	""
2018	12621	1	189	Drake	-	Opponent Totals	-	-	-	34	42	110	261	122	209	""	22	""	""	""	1765:58	19	0.968	70	0.787	7	""	""	""	2	85	3	""
2018	12621	1	191	Drexel	-	TEAM	-	-	-	""	""	0	""	""	181	""	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	191	Drexel	-	Totals	-	-	-	8	6	22	127	50	181	2	19	""	""	""	1555:48	35	2.025	110	0.759	1	""	""	""	1	66	1	""
2018	12621	1	191	Drexel	-	Opponent Totals	-	-	-	35	35	105	332	145	201	1	22	""	""	""	1555:48	8	0.463	42	0.840	12	""	""	""	1	96	1	""
2018	12621	1	193	Duke	-	TEAM	-	-	-	""	""	0	""	""	98	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	1	193	Duke	-	Totals	-	-	-	33	31	97	280	126	255	4	32	""	""	""	1865:21	21	1.013	68	0.764	7	""	""	""	1	118	1	""
2018	12621	1	193	Duke	-	Opponent Totals	-	-	-	21	18	60	202	89	285	4	36	""	""	""	1865:21	33	1.592	93	0.738	3	""	""	""	3	96	4	""
2018	12621	1	194	Duquesne	-	TEAM	-	-	-	""	""	0	""	""	167	""	1	""	2	""	""	0	""	1	1.000	""	""	""	1	""	""	""	""
2018	12621	1	194	Duquesne	-	Totals	-	-	-	16	14	46	204	77	182	2	18	""	""	""	1572:44	34	1.946	77	0.694	1	""	""	1	""	94	""	""
2018	12621	1	194	Duquesne	-	Opponent Totals	-	-	-	34	34	102	247	111	169	2	25	""	""	""	1572:44	16	0.916	61	0.792	9	""	""	""	3	80	5	""
2018	12621	1	198	ETSU	-	TEAM	-	-	-	1	""	2	""	1	191	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2018	12621	1	198	ETSU	-	Totals	-	-	-	29	22	80	246	104	191	1	23	""	""	""	1770:49	14	0.712	64	0.821	9	""	""	""	1	81	2	""
2018	12621	1	198	ETSU	-	Opponent Totals	-	-	-	14	11	39	189	78	196	1	21	""	""	""	1770:49	29	1.474	75	0.721	4	""	""	""	2	91	3	""
2018	12621	1	201	Eastern Ill.	-	TEAM	-	-	-	""	""	0	""	""	213	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	1	201	Eastern Ill.	-	Totals	-	-	-	10	12	32	146	56	223	2	34	""	""	""	1866:16	21	1.013	95	0.819	6	""	""	""	""	67	""	""
2018	12621	1	201	Eastern Ill.	-	Opponent Totals	-	-	-	21	17	59	251	116	255	1	30	""	""	""	1866:16	10	0.482	46	0.821	10	""	""	""	2	92	3	""
2018	12621	1	1068	Elon	-	TEAM	-	-	-	""	""	0	""	""	223	""	1	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	1	1068	Elon	-	Totals	-	-	-	18	19	55	170	72	227	""	37	""	""	""	1740:00	11	0.569	60	0.845	10	""	""	""	2	74	2	""
2018	12621	1	1068	Elon	-	Opponent Totals	-	-	-	11	11	33	195	71	290	""	31	""	""	""	1740:00	18	0.931	54	0.750	7	""	""	""	2	83	2	""
2018	12621	1	219	Evansville	-	TEAM	-	-	-	""	""	0	""	""	212	""	1	""	5	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	1	219	Evansville	-	Totals	-	-	-	34	32	100	284	125	224	1	27	""	""	""	1965:47	26	1.190	80	0.755	7	""	""	""	3	104	5	""
2018	12621	1	219	Evansville	-	Opponent Totals	-	-	-	26	19	71	258	106	250	""	27	""	""	""	1965:47	34	1.557	91	0.728	7	""	""	""	1	107	2	""
2018	12621	1	28755	FGCU	-	TEAM	-	-	-	""	""	0	""	""	184	""	""	""	4	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	28755	FGCU	-	Totals	-	-	-	33	32	98	231	109	190	1	24	""	""	""	1609:52	22	1.230	61	0.735	7	""	""	""	2	85	2	""
2018	12621	1	28755	FGCU	-	Opponent Totals	-	-	-	22	21	65	202	83	208	1	38	""	""	""	1609:52	33	1.845	76	0.697	1	""	""	1	1	88	2	""
2018	12621	1	231	FIU	-	TEAM	-	-	-	""	""	0	""	""	198	""	2	""	5	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	231	FIU	-	Totals	-	-	-	50	43	143	254	131	222	2	36	""	""	""	1699:52	23	1.218	67	0.744	5	""	""	1	3	76	3	""
2018	12621	1	231	FIU	-	Opponent Totals	-	-	-	23	20	66	198	90	204	1	30	""	""	""	1699:52	50	2.647	81	0.618	""	""	""	""	2	102	2	""
2018	12621	1	220	Fairfield	-	TEAM	-	-	-	1	""	2	""	1	209	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	1	220	Fairfield	-	Totals	-	-	-	24	17	65	185	75	209	""	24	""	""	""	1920:27	23	1.078	72	0.758	9	""	""	""	2	87	2	""
2018	12621	1	220	Fairfield	-	Opponent Totals	-	-	-	23	22	68	214	95	212	""	29	""	""	""	1920:27	24	1.125	51	0.680	5	""	""	""	3	84	3	""
2018	12621	1	222	Fairleigh Dickinson	-	TEAM	-	-	-	""	""	0	""	""	181	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	1	222	Fairleigh Dickinson	-	Totals	-	-	-	27	24	78	212	110	181	1	25	""	""	""	1697:22	22	1.167	82	0.788	4	""	""	""	1	75	3	""
2018	12621	1	222	Fairleigh Dickinson	-	Opponent Totals	-	-	-	22	19	63	236	104	204	2	28	""	""	""	1697:22	27	1.432	83	0.755	4	""	""	""	""	101	""	""
2018	12621	1	229	Fla. Atlantic	-	TEAM	-	-	-	1	""	2	""	1	202	""	""	""	4	""	""	0	""	5	1.000	""	""	""	""	""	""	""	1
2018	12621	1	229	Fla. Atlantic	-	Totals	-	-	-	10	8	28	128	48	202	3	33	""	""	""	1482:08	41	2.490	62	0.602	""	""	""	""	""	49	""	""
2018	12621	1	229	Fla. Atlantic	-	Opponent Totals	-	-	-	41	30	112	222	103	167	1	26	""	""	""	1482:08	10	0.607	38	0.792	9	""	""	""	6	83	7	""
