Bowie St.,70,""
Bowling Green,71,""
Bradford,500598,""
Bradley,72,""
Brandeis,73,""
Brevard,30094,""
Bridgeport,74,""
Bridgewater (VA),75,""
Bridgewater St.,76,""
British Colum. (CAN),506196,""
Brockport,78,""
Brooklyn,79,""
Brown,80,""
Bryan,500660,""
Bryant,81,""
Bryn Athyn,30188,""
Bryn Mawr,82,""
Bucknell,83,""
Buena Vista,84,""
Buffalo,86,""
Buffalo St.,85,""
Butler,87,""
BYU,77,""
BYU-Hawaii,2685,""
Cabrini,88,""
Cairn,1305,""
Cal Lutheran,105,""
Cal Poly,90,""
Cal Poly Pomona,91,""
Cal St. Dom. Hills,92,""
Cal St. East Bay,98,""
Cal St. Fullerton,97,""
Cal St. L.A.,100,""
Cal St. Monterey Bay,506122,""
Cal St. Monterey Bay,30055,""
Cal St. San B'dino,93,""
Cal St. San Marcos,30198,""
Caldwell,995,""
California,107,""
California (PA),106,""
California Baptist,30135,""
Caltech,89,""
Calvin,114,""
Cameron,996,""
Campbell,115,""
Canisius,116,""
Canterbury (IN),506439,""
Capital,117,""
Capitol,500796,""
Carleton,118,""
Carnegie Mellon,119,""
Carroll (MT),506056,""
Carroll (WI),120,""
Carson-Newman,1000,""
Carthage,121,""
Cascade,506094,""
Castleton,123,""
Catawba,1001,""
Catholic,124,""
Cazenovia,23624,""
CCNY,480,""
Cedar Crest,14795,""
Cedarville,30124,""
Centenary (LA),125,""
Centenary (NJ),12884,""
Central (IA),126,""
Central Ark.,1004,""
Central Conn. St.,127,""
Central Methodist,506026,""
Central Mich.,129,""
Central Mo.,130,""
Central Okla.,1009,""
Central St. (OH),506028,""
Central St. (OH),30049,""
Central Wash.,1010,""
Centre,132,""
Chadron St.,1012,""
Chaminade,133,""
Chapman,134,""
Charleston (WV),1013,""
Charleston So.,48,""
Charlotte,458,""
Chatham,10972,""
Chattanooga,693,""
Chestnut Hill,21323,""
Cheyney,135,""
Chicago,137,""
Chicago St.,136,""
Chico St.,95,""
Chowan,8875,""
Chris. Newport,139,""
Christian Bros.,1015,""
Cincinnati,140,""
Cincinnati-Clermont,30087,""
City Tech,8580,""
Claflin,30058,""
Claflin,500990,""
Claremont McKenna,506447,""
Claremont-M-S,142,""
Clarion,143,""
Clark (MA),145,""
Clark Atlanta,144,""
Clarke,1020,""
Clarks Summit,958,""
Clarkson,146,""
Clayton St.,20576,""
Clemson,147,""
Cleveland St.,148,""
Coast Guard,722,""
Coastal Caro.,149,""
Cobleskill St.,30083,""
Coe,150,""
Coker,1023,""
Col. of Charleston,1014,""
Col. of Emporia,506440,""
Col. of Idaho,500088,""
Colby,151,""
Colby-Sawyer,152,""
Colgate,153,""
Colo. Christian,11403,""
Colo. Sch. of Mines,155,""
Colorado,157,""
Colorado Col.,154,""
Colorado Mesa,11416,""
Colorado St.,156,""
Colorado St.-Pueblo,2720,""
Columbia,158,""
Columbus St.,159,""
Concord,1028,""
Concordia (CA),30199,""
Concordia (IN),501120,""
Concordia (MI),501123,""
Concordia (MO),501130,""
Concordia (NE),506061,""
Concordia (NE),30112,""
Concordia (NY),162,""
Concordia (TX),24400,""
Concordia Chicago,160,""
Concordia Portland,30200,""
Concordia Wisconsin,1036,""
Concordia-M'head,161,""
Concordia-St. Paul,9081,""
Connecticut Col.,163,""
Converse,8935,""
Cooper Union,501167,""
Coppin St.,165,""
Cornell,167,""
Cornell College,166,""
Covenant,30111,""
Creighton,169,""
Crown (MN),30035,""
CSU Bakersfield,94,""
CSUN,101,""
Culver-Stockton,506032,""
Curry,170,""
CWRU,122,""
D'Youville,1059,""
D.C. Teachers,506446,""
Daemen,30174,""
Dakota Wesleyan,506033,""
Dallas,1044,""
Dana,506005,""
Daniel Webster,2691,""
Dartmouth,172,""
Davenport,30221,""
Davidson,173,""
Davis & Elkins,174,""
Dayton,175,""
DBU,1045,""
Dean,30219,""
Defiance,1050,""
Delaware,180,""
Delaware St.,178,""
Delaware Valley,179,""
Delta St.,181,""
Denison,182,""
Denver,183,""
DePaul,176,""
DePauw,177,""
DeSales,20,""
Detroit Mercy,184,""
Dickinson,185,""
Dickinson St.,506123,""
Dillard,501365,""
Dist. Columbia,186,""
Dixie St.,30095,""
Doane,30082,""
Doane,506020,""
Dominican (CA),30118,""
Dominican (IL),1332,""
Dominican (NY),8956,""
Dowling,2692,""
Drake,189,""
Drew,190,""
Drexel,191,""
Drury,1057,""
Dubuque,192,""
Duke,193,""
Duquesne,194,""
Earlham,195,""
East Carolina,196,""
East Central,8965,""
East Stroudsburg,197,""
East Tex. Baptist,1062,""
East. Mennonite,203,""
Eastern,8968,""
Eastern Conn. St.,200,""
Eastern Ill.,201,""
Eastern Ky.,202,""
Eastern Mich.,204,""
Eastern N.M.,206,""
Eastern Nazarene,1064,""
Eastern Ore.,1065,""
Eastern Wash.,207,""
Eckerd,208,""
Edgewood,1066,""
Edinboro,209,""
Edward Waters,501555,""
Eisenhower,506234,""
Elizabeth City St.,210,""
Elizabethtown,211,""
Elmhurst,212,""
Elmira,213,""
Elms,532,""
Elon,1068,""
Embry-Riddle (FL),9680,""
Emerson,214,""
Emmanuel (GA),30193,""
Emmanuel (MA),215,""
Emory,217,""
Emory & Henry,216,""
Emporia St.,1071,""
Endicott,8981,""
Erskine,1072,""
ETSU,198,""
Eureka,218,""
Evansville,219,""
Evergreen St.,8984,""
Fairfield,220,""
Fairleigh Dickinson,222,""
Fairmont St.,1076,""
Farmingdale St.,27892,""
Fayetteville St.,223,""
FDU-Florham,221,""
Felician,23157,""
Ferris St.,224,""
Ferrum,225,""
FGCU,28755,""
Findlay,1079,""
Finlandia,30032,""
Fisk,226,""
Fitchburg St.,227,""
FIU,231,""
Fla. Atlantic,229,""
Fla. Gulf Csoast,506221,""
Fla. Memorial,501725,""
Fla. Southern,233,""
Flagler,30092,""
Florida,235,""
Florida A&M,228,""
Florida St.,234,""
Florida Tech,230,""
Fontbonne,11538,""
Fordham,236,""
Fort Hays St.,9011,""
Fort Lewis,1083,""
Fort Valley St.,237,""
Fort Wayne,308,""
Framingham St.,238,""
Francis Marion,1085,""
Franciscan,30069,""
Franklin,2694,""
Franklin & Marshall,239,""
Franklin Pierce,241,""
Fredonia,242,""
Fresno Pacific,30147,""
Fresno Pacific,501818,""
Fresno St.,96,""
Friends,501826,""
Frostburg St.,243,""
Furman,244,""
Ga. Southern,253,""
Ga. Southwestern,1097,""
Gallaudet,245,""
Gannon,246,""
Gardner-Webb,1092,""
Geneva,30084,""
George Fox,1094,""
George Mason,248,""
George Washington,249,""
George Williams,506209,""
Georgetown,251,""
Georgetown (KY),506003,""
Georgia,257,""
Georgia College,1096,""
Georgia St.,254,""
Georgia Tech,255,""
Georgian Court,9004,""
Gettysburg,258,""
Glenville St.,1098,""
Goldey-Beacom,8366,""
Gonzaga,260,""
Gordon,1099,""
Goshen,501955,""
Goucher,1467,""
Grace (IN),501960,""
Graceland (IA),506062,""
Grambling,261,""
Grand Canyon,1104,""
Grand Valley St.,262,""
Green Bay,794,""
Green Mountain,11062,""
Greensboro,263,""
Greenville,1111,""
Grinnell,264,""
Grove City,265,""
Guilford,1112,""
Gust. Adolphus,266,""
Gwynedd Mercy,12399,""
Hamilton,267,""
Hamline,268,""
Hampden-Sydney,269,""
Hampton,270,""
Hanover,1115,""
Hardin-Simmons,271,""
Harding,1116,""
Hartford,272,""
Hartwick,273,""
Harvard,275,""
Hastings,30113,""
Haverford,276,""
Hawaii,277,""
Hawaii Hilo,2697,""
Hawaii Pacific,2696,""
Hawthorne,502100,""
Heidelberg,278,""
Hellenic,502112,""
Henderson St.,1123,""
Hendrix,1124,""
High Point,19651,""
Hilbert,8398,""
Hillsdale,280,""
Hiram,281,""
Hobart,282,""
Hofstra,283,""
Hollins,284,""
Holy Cross,285,""
Holy Cross (IN),506345,""
Holy Family,1126,""
Holy Names,30175,""
Hood,8404,""
Hope,286,""
Houghton,30160,""
Houston,288,""
Houston Baptist,287,""
Howard,290,""
Howard College,506444,""
Howard Payne,2741,""
Humboldt St.,291,""
Hunter,292,""
Huntingdon,1130,""
Huntington,502195,""
Husson,1133,""
Huston-Tillotson,502215,""
Idaho,295,""
Idaho St.,294,""
IIT,30172,""
IIT,502260,""
Ill. Central,502239,""
Ill. Wesleyan,300,""
Ill.-Chicago,302,""
Ill.-Springfield,30050,""
Ill.-Springfield,506079,""
Illinois,301,""
Illinois Col.,297,""
Illinois St.,299,""
Immaculata,303,""
Incarnate Word,2743,""
Indiana,306,""
Indiana (PA),307,""
Indiana St.,305,""
Indiana Tech,502330,""
Iona,310,""
Iowa,312,""
Iowa St.,311,""
Iowa Wesleyan,506037,""
Iowa Wesleyan,30173,""
Ithaca,313,""
IUPUI,2699,""
Jackson St.,314,""
Jacksonville,316,""
Jacksonville St.,315,""
James Madison,317,""
Jamestown,506057,""
Jarvis Christian,506004,""
Jefferson,543,""
John Carroll,320,""
John Jay,321,""
Johns Hopkins,322,""
Johnson & Wales (RI),22626,""
Johnson C. Smith,323,""
Johnson St.,324,""
Juniata,325,""
Kalamazoo,326,""
Kan. Wesleyan,506103,""
Kansas,328,""
Kansas St.,327,""
Kean,329,""
Keene St.,330,""
Kennesaw St.,1157,""
Kent St.,331,""
Kentucky,334,""
Kentucky St.,332,""
Kenyon,335,""
Keuka,1159,""
Keystone,30047,""
King (TN),30051,""
King's (NY),502530,""
King's (PA),336,""
Knox,337,""
Knoxville,506038,""
Kutztown,339,""
Ky. Wesleyan,333,""
La Roche,1163,""
La Salle,340,""
La Sierra,30043,""
La Verne,341,""
La.-Monroe,498,""
Lafayette,342,""
LaGrange,1162,""
Lake Erie,2746,""
Lake Forest,344,""
Lake Superior St.,345,""
Lakeland,1164,""
Lamar University,346,""
Lambuth,1165,""
Lancaster Bible,30085,""
Lander,1167,""
Lane,347,""
Langston,30077,""
Lasell,8486,""
Lawrence,348,""
Le Moyne,349,""
Lebanon Valley,351,""
Lee,30013,""
Lees-McRae,13302,""
Lehigh,352,""
Lehman,279,""
LeMoyne-Owen,350,""
Lenoir-Rhyne,1170,""
Lesley ,24317,""
LeTourneau,8490,""
Lewis,354,""
Lewis & Clark,22235,""
Lewis-Clark St.,1172,""
Liberty,355,""
Limestone,1174,""
Lincoln (MO),356,""
Lincoln (PA),357,""
Lincoln Christian,30066,""
Lincoln Memorial,1176,""
Lindenwood (MO),502725,""
Lindenwood (MO),30136,""
Linfield,1179,""
Lipscomb,28600,""
Little Rock,32,""
LIU Brooklyn,361,""
LIU Post,362,""
Livingstone,359,""
Lock Haven,360,""
Long Beach St.,99,""
Longwood,363,""
Loras,364,""
Los Angeles Pacific,506442,""
Louisiana,671,""
Louisiana Col.,1182,""
Louisiana Tech,366,""
Louisville,367,""
Loyola (LA),502812,""
Loyola Chicago,371,""
Loyola Maryland,369,""
Loyola Marymount,370,""
LSU,365,""
LSU-Shreveport,502787,""
Lubbock Christian,30177,""
Luther,372,""
Lycoming,373,""
Lynchburg,374,""
Lyndon St.,30065,""
Lynn,20794,""
Macalester,376,""
MacMurray,377,""
Madison College,506110,""
Maine,380,""
Maine Maritime,378,""
Malone,30137,""
Malone,502910,""
Manchester,1192,""
Manhattan,381,""
Manhattanville,382,""
Mansfield,384,""
Maranatha Baptist,1194,""
Marian (IN),502945,""
Marian (WI),1196,""
Marietta,385,""
Marist,386,""
Marquette,387,""
Mars Hill,1199,""
Marshall,388,""
Martin Luther,8597,""
Mary,30075,""
Mary Baldwin,389,""
Mary Hardin-Baylor,1203,""
Mary Washington,390,""
Maryland,392,""
Marymount (VA),394,""
Maryville (MO),395,""
Maryville (TN),396,""
Marywood,397,""
Mass. Maritime,399,""
Massachusetts,400,""
McDaniel,773,""
McGill (CAN),503037,""
McKendree,30138,""
McKendree,503040,""
MCLA,486,""
McMurry,8530,""
McNeese,402,""
McPherson,506039,""
Me.-Farmington,379,""
Me.-Presque Isle,30040,""
Medaille,23725,""
Medgar Evers,403,""
Memphis,404,""
Menlo,405,""
Meramec CC,506395,""
Mercer,406,""
Merchant Marine,724,""
Mercy,407,""
Mercyhurst,408,""
Meredith,409,""
Merrimack,410,""
Messiah,411,""
Methodist,412,""
Miami (FL),415,""
Miami (OH),414,""
Miami Dade North JC,506396,""
Miami Dade South JC,506399,""
Michigan,418,""
Michigan St.,416,""
Michigan Tech,417,""
Middle Tenn.,419,""
Middlebury,420,""
Midland,506060,""
Midwestern (IA),506398,""
Midwestern St.,1222,""
Miles,422,""
Millersville,423,""
Milligan,503195,""
Millikin,424,""
Mills,425,""
Millsaps,426,""
Milwaukee,797,""
Minn. Duluth,427,""
Minn.-Crookston,27854,""
Minn.-Morris,1226,""
Minnesota,428,""
Minnesota St.,383,""
Minot St.,30125,""
Misericordia,16142,""
Miss. Industrial,503245,""
Mississippi Col.,429,""
Mississippi St.,430,""
Mississippi Val.,432,""
Missouri,434,""
Missouri S&T,435,""
Missouri St.,669,""
Missouri Valley,506068,""
Missouri Western,9013,""
MIT,398,""
Mitchell,30042,""
Mo. Baptist,503262,""
Mo. Southern St.,9012,""
Mo.-St. Louis,436,""
Molloy,437,""
Monmouth,439,""
Monmouth (IL),438,""
Mont. St. Billings,205,""
Montana,441,""
Montana St.,440,""
Montana Tech,506022,""
Montclair St.,442,""
Montevallo,1238,""
Moravian,443,""
Morehead St.,444,""
Morehouse,445,""
Morgan St.,446,""
Morningside,447,""
Morris,503365,""
Morris Brown,448,""
Morrisville St.,30067,""
Mount Aloysius,30036,""
Mount Holyoke,449,""
Mount Ida,27901,""
Mount Mary,30033,""
Mount Olive,1245,""
Mount Union,452,""
MSOE,20220,""
MSU Denver,413,""
MSU Moorhead,1240,""
Mt. Aloysius,506043,""
Mt. St. Joseph,8567,""
Mt. St. Mary (NY),1468,""
Mt. St. Mary's,450,""
Mt. St. Vincent,451,""
Muhlenberg,453,""
Murray St.,454,""
Muskingum,455,""
MUW,431,""
N.C. A&T,488,""
N.C. Central,489,""
N.C. Wesleyan,491,""
N.M. Highlands,8577,""
Nasson,503430,""
Navy,726,""
Nazareth,461,""
NC State,490,""
Neb. Wesleyan,462,""
Neb.-Kearney,1156,""
Nebraska,463,""
Neumann,1254,""
Nevada,466,""
New England Col.,467,""
New Hampshire,469,""
New Haven,470,""
New Jersey City,319,""
New Mexico,473,""
New Mexico St.,472,""
New Orleans,474,""
New Rochelle,476,""
Newberry,1257,""
Newbury,21772,""
Newman,30054,""
Niagara,482,""
Nicholls St.,483,""
Nichols,484,""
NJIT,471,""
Norfolk St.,485,""
North Ala.,487,""
North Carolina,457,""
North Central (IL),492,""
North Central (MN),30039,""
North Dakota,494,""
North Dakota St.,493,""
North Florida,2711,""
North Georgia,30052,""
North Georgia,503660,""
North Greenville,9223,""
North Park,496,""
North Texas,497,""
Northeastern,500,""
Northeastern Ill.,1263,""
Northeastern St.,12810,""
Northern Ariz.,501,""
Northern Colo.,502,""
Northern Ill.,503,""
Northern Ky.,505,""
Northern Mich.,506,""
Northern St.,1266,""
Northland,1267,""
Northwest Mo. St.,507,""
Northwest Nazarene,1274,""
Northwestern,509,""
Northwestern (IA),506072,""
Northwestern Okla.,506013,""
Northwestern Okla.,30178,""
Northwestern St.,508,""
Northwestern-St.Paul,30031,""
Northwood,510,""
Norwich,511,""
Notre Dame,513,""
Notre Dame (MD),8600,""
Notre Dame (OH),30126,""
Notre Dame de Namur,30056,""
Nova Southeastern,24639,""
Nyack,1277,""
NYIT,477,""
NYU,479,""
Oakland,514,""
Oakland City,1278,""
Oberlin,515,""
Occidental,516,""
Oglethorpe,2713,""
Ohio,519,""
Ohio Dominican,30119,""
Ohio Northern,517,""
Ohio St.,518,""
Ohio Valley,15207,""
Ohio Wesleyan,520,""
Okla. Baptist,503895,""
Okla. Baptist,30202,""
Okla. Christian,30179,""
Okla. Panhandle,24342,""
Oklahoma,522,""
Oklahoma City,503905,""
Oklahoma St.,521,""
Old Dominion,523,""
Old Westbury,524,""
Ole Miss,433,""
Olivet,525,""
Omaha,464,""
Oral Roberts,527,""
Oregon,529,""
Oregon St.,528,""
Oregon Tech,500078,""
Oswego St.,530,""
Ottawa (KS),506046,""
Otterbein,531,""
Ouachita Baptist,1289,""
Ozarks (AR),23008,""
P.R.-Bayamon,2682,""
P.R.-Cayey,1321,""
P.R.-Humacao,27859,""
P.R.-Mayaguez,24361,""
P.R.-Rio Piedras,2716,""
Pace,533,""
Pacific,534,""
Pacific (OR),2751,""
Pacific Lutheran,1297,""
Paine,535,""
Palm Beach Atl.,30045,""
Palm Beach Atl.,504035,""
Park,504050,""
Parsons,506252,""
Paul Quinn,504055,""
Penn,540,""
Penn College,30190,""
Penn College,506288,""
Penn St.,539,""
Penn St. Harrisburg,30081,""
Penn St.-Abington,30114,""
Penn St.-Altoona,25719,""
Penn St.-Behrend,538,""
Penn St.-Berks,30044,""
Pepperdine,541,""
Pershing,506235,""
Peru St.,506008,""
Pfeiffer,542,""
Philander Smith,504115,""
Piedmont,21830,""
Pikeville,504135,""
Pine Manor,544,""
Pitt.-Bradford,1315,""
Pitt.-Greensburg,11839,""
Pitt.-Johnstown,546,""
Pittsburg St.,1314,""
Pittsburgh,545,""
Plattsburgh St.,547,""
Plymouth St.,548,""
Point Loma,30149,""
Point Park,30080,""
Point U.,500270,""
Polytechnic (NY),481,""
Pomona-Pitzer,549,""
Portland,551,""
Portland St.,550,""
Post,1318,""
Prairie View,553,""
Pratt,504205,""
Presbyterian,1320,""
Presentation,30034,""
Princeton,554,""
Principia,555,""
Providence,556,""
Puget Sound,557,""
Purchase,30029,""
Purdue,559,""
Purdue Northwest,504255,""
Purdue Northwest,30222,""
Quantico Marines,506441,""
Queens (NC),11504,""
Queens (NY),560,""
Quincy,561,""
Quinnipiac,562,""
Radford,563,""
Ramapo,564,""
Randolph,566,""
Randolph-Macon,565,""
Redlands,567,""
Regis (CO),568,""
Regis (MA),569,""
Rensselaer,570,""
Rhode Island,572,""
Rhode Island Col.,571,""
Rhodes,573,""
Rice,574,""
Richmond,575,""
Ricker,506225,""
Rider,576,""
Rio Grande,504350,""
Ripon,577,""
RIT,580,""
Rivier,18422,""
Roanoke,578,""
Robert Morris,579,""
Roberts Wesleyan,504365,""
Roberts Wesleyan,30150,""
Rochester (NY),581,""
Rochester College,503129,""
Rockford,582,""
Rockhurst,1328,""
Rocky Mountain,506025,""
Roger Williams,583,""
Rogers St.,30180,""
Rollins,584,""
Roosevelt,504410,""
Rose-Hulman,585,""
Rosemont,15882,""
Rowan,259,""
Rust,586,""
Rutgers,587,""
Rutgers-Camden,588,""
Rutgers-Newark,589,""
S.C. Aiken,11276,""
Sacramento St.,102,""
Sacred Heart,590,""
Sacred Heart (PR),504446,""
Sage Colleges,11036,""
Saginaw Valley,591,""
Saint Augustine's,594,""
Saint Benedict,595,""
Saint Francis (PA),600,""
Saint John's (MN),602,""
Saint Joseph's,606,""
Saint Leo,608,""
Saint Louis,609,""
Saint Martin's,1343,""
Saint Mary's (CA),610,""
Saint Mary's (MN),612,""
Saint Michael's,613,""
Saint Peter's,617,""
Saint Rose,1347,""
Saint Vincent,30064,""
Salem (NC),30041,""
Salem (WV),19117,""
Salem St.,621,""
Salisbury,622,""
Salve Regina,623,""
Sam Houston St.,624,""
Samford,625,""
San Diego,627,""
San Diego Christian,502122,""
San Diego St.,626,""
San Fran. St.,628,""
San Francisco,629,""
San Jose St.,630,""
Santa Clara,631,""
Sarah Lawrence,30163,""
Savannah St.,632,""
SCAD,16006,""
Schreiner,1355,""
Scranton,633,""
Seattle Pacific,634,""
Seattle U,1356,""
Seton Hall,635,""
Seton Hill,30063,""
Seton Hill,504752,""
Sewanee,652,""
SFA,676,""
Shaw,636,""
Shenandoah,637,""
Shepherd,10870,""
Shippensburg,638,""
Shorter,30151,""
Shorter,504790,""
Si Tanka,506102,""
Siena,639,""
Simmons,640,""
Simon Fraser,30127,""
Simpson,641,""
Simpson (CA),504809,""
Sioux Falls,30128,""
SIUE,660,""
Skidmore,642,""
Slippery Rock,643,""
Smith,644,""
SMU,663,""
Sonoma St.,645,""
South Ala.,646,""
South Carolina,648,""
South Carolina St.,647,""
South Dakota,650,""
South Dakota Mines,30139,""
South Dakota Mines,506067,""
South Dakota St.,649,""
South Fla.,651,""
Southampton,2753,""
Southeast Mo. St.,654,""
Southeastern La.,655,""
Southeastern Okla.,1371,""
Southern Ark.,1376,""
Southern California,657,""
Southern Conn. St.,658,""
Southern Ill.,659,""
Southern Ind.,661,""
Southern Me.,662,""
Southern Miss.,664,""
Southern N.H.,468,""
Southern Nazarene,30152,""
Southern Ore.,506027,""
Southern St.,506198,""
Southern Tech,504970,""
Southern U.,665,""
Southern Utah,667,""
Southern Va.,30164,""
Southern Vt.,1379,""
Southern Wesleyan,30192,""
Southern-N.O.,504980,""
Southwest (NM),506012,""
Southwest Baptist,2755,""
Southwest Minn. St.,8736,""
Southwestern (KS),506063,""
Southwestern (TX),8746,""
Southwestern Okla.,8744,""
Spalding,23260,""
Spalding,505038,""
Spelman,26973,""
Spring Arbor,505040,""
Spring Garden,506256,""
Spring Hill,30191,""
Spring Hill,505050,""
Springfield,673,""
St. Ambrose,506002,""
St. Andrews,592,""
St. Anselm,593,""
St. Bernard,506397,""
St. Bonaventure,596,""
St. Catherine,597,""
St. Cloud St.,598,""
St. Edward's,1334,""
St. Elizabeth,9684,""
St. Francis (IL),1335,""
St. Francis (IN),504500,""
St. Francis Brooklyn,599,""
St. John Fisher,601,""
St. John's (NY),603,""
St. Joseph (CT),8687,""
St. Joseph's (Brkln),30072,""
St. Joseph's (IN),604,""
St. Joseph's (L.I.),1340,""
St. Joseph's (ME),605,""
St. Lawrence,607,""
St. Mary (KS),506064,""
St. Mary's (IN),8688,""
St. Mary's (MD),611,""
St. Mary's (TX),1346,""
St. Mary-Plains,506108,""
St. Norbert,614,""
St. Olaf,615,""
St. Paul's,506411,""
St. Paul's,616,""
St. Procopius,506257,""
St. Scholastica,618,""
St. Thomas (FL),30091,""
St. Thomas (MN),620,""
St. Thomas Aquinas,1348,""
Stanford,674,""
Stanislaus St.,103,""
Staten Island,675,""
Stephens College,2756,""
Sterling (KS),506073,""
Stetson,678,""
Steubenville,505090,""
Stevens,679,""
Stevenson,21852,""
Stillman,680,""
Stockton,681,""
Stonehill,682,""
Stony Brook,683,""
Suffolk,684,""
Sul Ross St.,1390,""
SUNY Canton,30165,""
SUNY Cortland,168,""
SUNY Geneseo,247,""
SUNY Geneva,506001,""
SUNY Maritime,478,""
SUNY New Paltz,475,""
SUNY Oneonta,526,""
SUNY Poly,9500,""
SUNY Potsdam,552,""
Susquehanna,685,""
Swarthmore,686,""
Sweet Briar,687,""
Syracuse,688,""
Tabor,506050,""
Talladega,505160,""
Tampa,689,""
Tarkio,506230,""
Tarleton St.,1395,""
Taylor (IN),506071,""
TCNJ,712,""
TCU,698,""
Temple,690,""
Tennessee,694,""
Tennessee St.,691,""
Tennessee Tech,692,""
Tex. A&M Int'l,30090,""
Tex. A&M-Commerce,199,""
Tex. A&M-Kingsville,696,""
Tex. Permian Basin,30088,""
Texas,703,""
Texas A&M,697,""
Texas Col.,505260,""
Texas Lutheran,1400,""
Texas Southern,699,""
Texas St.,670,""
Texas Tech,700,""
Texas Wesleyan,1401,""
Texas Woman's,701,""
Texas-Dallas,23121,""
Texas-Tyler,30028,""
Texas-Tyler,506226,""
The Citadel,141,""
Thiel,707,""
Thomas (ME),2758,""
Thomas More,1402,""
Tiffin,1403,""
Toledo,709,""
Tougaloo,505310,""
Towson,711,""
Transylvania,28749,""
Trevecca Nazarene,30002,""
Trine,30037,""
Trine,505355,""
Trinity (CT),713,""
Trinity (IL),505340,""
Trinity (TX),715,""
Trinity Washington,23413,""
Troy,716,""
Truman,499,""
Tufts,717,""
Tulane,718,""
Tulsa,719,""
Tusculum,12830,""
Tuskegee,720,""
U New England,1255,""
UAB,9,""
UC Davis,108,""
UC Irvine,109,""
UC Riverside,111,""
UC San Diego,112,""
UC Santa Barbara,104,""
UC Santa Cruz,113,""
UC-Colo. Springs,9754,""
UCF,128,""
UCLA,110,""
UConn,164,""
UIndy,309,""
UMass Boston,401,""
UMass Dartmouth,656,""
UMass Lowell,368,""
UMBC,391,""
UMES,393,""
UMKC,2707,""
UNC Asheville,456,""
UNC Pembroke,537,""
UNCG,459,""
UNCW,460,""
UNI,504,""
Union (KY),506105,""
Union (NY),727,""
Union (TN),505405,""
Union (TN),30153,""
UNLV,465,""
Upper Iowa,728,""
Upsala,506217,""
Urbana,30104,""
Ursinus,730,""
Ursuline,30140,""
USC Upstate,10411,""
USciences,28594,""
UT Arlington,702,""
UT Martin,695,""
Utah,732,""
Utah St.,731,""
Utah Valley,30024,""
UTEP,704,""
Utica,733,""
UTRGV,536,""
UTSA,706,""
UVa-Wise,30181,""
Va. Wesleyan,745,""
Valdosta St.,734,""
Valley City St.,506055,""
Valley Forge,30166,""
Valparaiso,735,""
Vanderbilt,736,""
Vassar,737,""
VCU,740,""
Vermont,738,""
Villanova,739,""
Virginia,746,""
Virginia St.,743,""
Virginia Tech,742,""
Virginia Union,744,""
VMI,741,""
